,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
7715,,,,,5.53,18.16,21.2,0,2.3,23.5,166.9
7725,,,,,5.82,16.68,11.0,0,1.5,7.6,56.0
7742,,,,,5.78,12.95,17.4,1,1.7,13.4,163.8
7743,,,,,5.65,16.02,38.4,1,3.6,14.8,280.2
7763,,,,,5.95,11.05,42.6,0,4.0,5.9,278.5
7768,,,,,5.64,15.28,20.1,0,2.0,15.5,240.5
7772,,,,,5.64,12.57,35.0,0,3.1,18.8,277.2
7775,,,,,5.68,13.13,14.0,0,1.5,42.1,250.5
7786,,,,,5.85,10.14,16.8,0,1.9,0.0,65.2
7804,,,,,5.97,17.75,17.5,0,1.9,19.4,218.9
7818,,,,,5.51,12.74,10.7,0,1.5,6.5,149.5
7821,,,,,5.79,12.95,16.1,0,1.8,10.5,178.2
7838,,,,,5.61,14.34,10.4,0,1.3,10.6,155.0
7860,,,,,5.83,11.17,18.3,0,1.9,24.1,217.5
7885,,,,,5.68,13.01,10.4,0,1.4,14.5,127.8
7889,,,,,5.66,19.92,18.2,0,2.0,24.1,117.3
7907,,,,,5.99,12.65,20.5,0,1.9,11.5,215.8
7908,,,,,5.78,12.88,15.9,0,2.2,0.0,67.3
7930,,,,,5.96,12.82,11.3,0,1.1,7.9,66.9
7960,,,,,5.78,11.27,27.7,0,2.7,6.9,147.6
7966,,,,,5.83,18.84,19.7,0,2.1,13.6,100.7
7973,,,,,5.51,13.15,15.8,0,1.6,21.2,233.4
7983,,,,,5.73,14.89,33.6,0,2.0,5.0,116.1
8133,,,,,5.86,17.04,34.3,0,3.7,13.1,139.7
8203,,,,,5.51,13.3,16.2,0,1.8,17.2,156.5
8255,,,,,5.7,13.4,18.9,0,1.8,10.1,153.9
8262,,,,,5.92,19.37,63.3,0,4.9,73.9,413.8
8269,,,,,5.51,10.15,25.5,0,2.5,25.5,125.2
8299,,,,,5.73,11.01,22.6,0,2.1,10.3,112.9
8396,,,,,5.81,14.81,21.9,0,2.3,3.4,150.0
8459,,,,,5.75,15.3,29.7,1,3.2,16.6,88.6
8460,,,,,5.76,11.9,9.6,0,1.1,45.9,55.8
8488,,,,,5.59,19.91,5.4,1,0.7,39.0,137.8
8492,,,,,5.85,19.83,7.6,0,0.9,54.6,126.8
8507,,,,,5.86,16.07,12.8,0,1.5,46.3,220.6
8516,,,,,5.86,11.99,9.8,0,1.1,55.8,155.9
8521,,,,,5.61,11.72,15.6,0,1.8,24.9,52.0
8584,,,,,5.92,19.01,6.5,0,0.8,67.1,178.5
8586,,,,,5.82,10.3,10.2,0,0.9,40.3,76.2
8611,,,,,5.9,15.14,11.4,0,1.2,101.0,176.5
8619,,,,,5.71,15.0,37.8,0,3.9,27.5,424.4
8624,,,,,5.75,18.81,9.1,1,1.1,57.1,207.6
8662,,,,,5.56,10.39,14.9,0,1.6,12.7,72.4
8772,,,,,5.65,12.36,6.5,0,0.9,66.2,72.5
8802,,,,,5.64,10.74,10.1,0,1.3,63.0,172.2
8804,,,,,5.71,18.18,15.5,0,1.9,19.5,131.1
8807,,,,,5.88,10.23,22.1,0,2.4,20.1,36.1
8816,,,,,5.9,12.96,10.8,0,1.4,64.3,12.2
8838,,,,,5.64,15.43,10.3,0,0.9,42.3,48.5
8848,,,,,5.8,14.62,15.3,0,1.6,67.5,173.3
8860,,,,,5.82,13.38,9.2,0,1.1,34.9,32.0
8882,,,,,6.0,16.07,10.4,0,1.4,37.7,70.2
8891,,,,,5.69,16.77,9.9,0,1.2,75.4,157.8
8900,,,,,5.52,11.57,11.8,0,1.2,52.6,35.4
8902,,,,,5.94,19.87,11.4,0,1.4,40.1,38.8
8906,,,,,5.56,11.94,6.1,0,0.7,69.9,52.3
8986,,,,,6.0,19.72,21.2,0,2.1,64.3,218.6
9051,,,,,5.85,13.55,9.2,0,1.1,50.1,160.3
9064,,,,,5.55,15.56,7.6,0,1.0,70.6,70.3
9065,,,,,5.5,13.36,11.1,0,1.1,31.6,61.3
9083,,,,,5.57,11.67,9.2,0,0.9,19.5,8.4
9099,,,,,5.86,13.47,12.8,0,1.7,71.1,86.1
9100,,,,,5.99,19.71,33.9,0,3.6,53.0,84.0
9101,,,,,5.57,14.28,38.5,0,3.9,23.8,18.7
9106,,,,,5.61,12.74,9.6,0,1.1,59.5,79.5
9120,,,,,5.69,14.42,10.2,0,1.1,46.2,86.3
9128,,,,,5.62,14.56,8.4,0,1.0,20.2,40.7
9144,,,,,5.57,15.82,10.2,0,1.0,47.4,74.9
9151,,,,,5.97,13.44,5.0,0,0.6,37.2,88.2
9165,,,,,5.7,13.72,7.8,0,0.9,30.2,89.0
9191,,,,,5.97,15.63,13.8,1,1.4,18.9,161.6
9197,,,,,5.5,16.53,12.2,0,1.4,23.6,90.4
9204,,,,,5.71,16.12,14.3,1,1.6,63.4,29.8
9207,,,,,5.63,18.94,11.1,2,1.2,54.3,54.5
9257,,,,,5.62,13.7,11.9,1,1.2,110.4,212.0
9280,,,,,5.82,17.99,10.8,1,1.2,47.5,64.5
9284,,,,,5.7,19.92,32.0,1,2.4,69.9,132.4
9301,,,,,5.66,10.55,11.6,0,1.1,93.5,117.0
9323,,,,,5.7,12.13,9.8,0,1.3,27.2,150.3
9331,,,,,6.0,16.35,19.0,0,2.1,27.5,193.7
9355,,,,,5.78,14.73,16.3,0,1.7,48.0,86.6
9375,,,,,5.93,12.86,25.6,0,2.5,32.6,107.1
9420,,,,,5.53,14.05,6.4,0,0.9,13.8,7.8
9426,,,,,5.82,11.77,8.9,0,1.1,78.5,47.0
9438,,,,,5.56,10.47,34.7,0,2.7,54.3,157.0
9440,,,,,5.5,11.34,10.7,0,1.1,42.1,38.1
9442,,,,,5.63,13.78,7.0,0,0.9,90.3,101.5
9494,,,,,5.9,13.16,7.7,0,0.9,47.0,104.3
9497,,,,,5.9,10.15,8.7,0,1.0,57.7,46.8
9501,,,,,5.77,16.5,42.4,0,3.6,16.3,12.4
9503,,,,,5.78,14.68,7.0,0,0.9,11.0,25.2
9524,,,,,5.87,18.89,12.3,2,1.6,30.3,91.6
9529,,,,,5.7,11.36,18.0,1,2.2,18.0,323.9
9550,,,,,5.65,10.92,21.7,1,2.6,20.1,68.8
9552,,,,,5.74,14.21,10.7,1,1.3,24.1,161.4
9553,,,,,5.94,10.29,10.0,1,1.1,30.3,156.4
9565,,,,,5.99,18.67,47.5,1,4.4,72.6,55.1
9570,,,,,5.64,19.82,10.3,1,1.2,68.7,132.4
9598,,,,,5.61,18.54,9.0,0,1.0,47.9,229.5
9626,,,,,5.59,12.68,33.0,8,3.7,35.4,22.4
9637,,,,,5.7,16.77,12.3,1,1.6,40.7,72.8
9645,,,,,5.57,18.37,7.3,0,0.9,77.4,54.2
9752,,,,,5.64,15.46,23.0,0,1.5,47.6,24.6
9758,,,,,5.63,11.95,27.9,1,2.1,130.0,80.9
9781,,,,,5.67,10.79,5.8,0,0.8,75.8,45.8
9784,,,,,6.0,19.11,80.6,0,4.6,93.2,484.0
9864,,,,,5.56,14.92,26.8,0,1.6,7.9,135.5
9865,,,,,5.83,13.25,46.4,0,3.4,18.1,36.8
9885,,,,,5.6,13.47,33.6,0,2.7,18.3,104.3
9906,,,,,5.71,13.87,17.5,0,1.6,14.7,41.6
9938,,,,,5.6,13.51,37.4,0,3.1,0.0,36.4
9952,,,,,5.77,10.79,44.5,0,3.5,26.2,233.4
9972,,,,,5.73,13.35,42.1,0,3.6,31.5,56.6
9976,,,,,5.59,14.25,41.3,0,4.0,14.6,148.0
10038,,,,,5.99,11.74,11.2,0,1.1,7.5,81.6
10103,,,,,5.97,19.98,31.0,0,2.3,18.8,91.8
10120,,,,,5.56,16.19,38.3,0,2.8,14.3,78.9
10181,,,,,5.6,13.44,32.0,0,2.5,9.7,31.5
10250,,,,,5.73,17.23,81.1,0,6.8,27.2,46.6
10276,,,,,5.52,11.19,14.0,0,1.6,7.6,69.9
10280,,,,,5.96,13.47,52.8,0,4.5,17.3,75.8
10318,,,,,5.96,16.8,70.1,0,5.2,21.4,66.7
10338,,,,,5.64,11.47,14.5,0,1.6,12.7,98.7
10346,,,,,5.5,11.66,12.3,1,1.3,60.8,57.0
10372,,,,,5.95,14.0,35.8,1,3.7,15.6,84.5
10378,,,,,5.91,10.66,24.6,0,2.5,37.0,101.5
10398,,,,,5.72,11.01,14.8,1,1.6,10.2,49.7
10427,,,,,5.78,10.52,17.5,0,1.9,11.7,88.3
10462,,,,,5.75,13.27,20.4,0,2.0,11.6,30.4
10485,,,,,5.84,12.5,51.9,0,4.2,21.2,53.9
10517,,,,,5.77,19.13,11.4,0,1.2,7.4,59.5
10528,,,,,5.92,10.05,20.9,0,2.3,33.2,131.8
10600,,,,,5.98,18.19,36.1,0,3.6,38.5,644.5
10631,,,,,5.53,11.89,19.5,0,2.1,7.4,390.2
10635,,,,,5.78,14.47,17.4,0,1.3,8.2,119.5
10686,,,,,5.58,18.72,17.3,0,1.7,69.7,420.4
10854,,,,,5.92,10.69,22.5,0,2.5,8.9,100.0
10917,,,,,5.55,18.44,20.6,0,2.2,11.7,178.2
10957,,,,,5.61,14.66,13.5,0,1.5,6.3,136.6
10978,,,,,5.93,13.11,30.8,0,3.5,13.1,188.8
11330,,,,,5.75,12.42,8.6,0,1.3,16.8,54.4
11349,,,,,5.93,13.41,18.0,0,2.3,55.9,80.9
11392,,,,,5.81,14.62,15.8,0,2.4,6.3,70.4
11449,,,,,5.87,17.96,17.3,0,2.0,52.0,197.9
11465,,,,,5.55,18.79,9.0,1,1.4,24.7,104.3
11482,,,,,5.9,14.99,26.5,1,2.4,4.6,264.5
11547,,,,,5.69,14.16,40.4,1,4.6,35.9,200.4
11553,,,,,5.52,10.61,36.4,0,4.2,45.7,208.1
11651,,,,,5.95,12.57,40.6,1,3.3,12.7,99.5
11674,,,,,5.95,14.45,26.8,1,2.7,23.5,490.2
11697,,,,,5.99,11.4,19.1,0,1.9,42.1,216.6
11706,,,,,5.61,10.82,9.8,0,1.1,14.5,120.7
11712,,,,,5.74,14.03,7.9,0,1.1,9.3,113.3
11719,,,,,5.85,14.55,38.2,0,3.8,15.7,177.8
11722,,,,,5.61,14.38,13.8,1,1.9,19.7,94.5
11723,,,,,5.69,12.31,22.1,1,2.4,8.8,210.4
11729,,,,,5.67,10.91,18.6,1,2.1,34.0,392.3
11779,,,,,5.83,11.19,21.8,1,2.8,68.3,543.4
11790,,,,,5.72,15.61,17.7,0,2.3,77.9,362.6
11814,,,,,5.53,11.22,5.6,0,0.7,33.8,64.2
11878,,,,,5.79,16.95,9.0,1,1.1,39.8,121.0
11913,,,,,5.86,11.37,19.7,0,2.0,16.7,167.4
11938,,,,,5.98,11.72,22.0,1,2.5,14.4,206.2
12067,,,,,5.71,11.8,36.3,0,4.2,26.1,222.0
12068,,,,,5.76,11.9,37.8,0,3.9,20.6,207.8
12128,,,,,5.66,15.24,56.4,0,3.6,14.0,208.0
12159,,,,,5.57,19.12,22.8,0,2.7,32.9,218.0
12171,,,,,5.98,15.45,58.9,0,6.4,49.0,757.5
12184,,,,,5.54,10.05,31.4,0,3.3,25.5,330.9
12185,,,,,5.81,10.2,41.8,0,4.1,17.7,117.1
12202,,,,,5.65,11.81,48.1,0,4.6,32.9,274.1
12207,,,,,5.8,11.68,15.0,0,1.8,28.9,158.5
12230,,,,,5.9,12.45,22.0,1,2.3,14.2,102.4
12242,,,,,5.69,12.73,17.6,0,2.0,43.3,71.4
12252,,,,,6.0,12.3,20.0,0,2.4,32.1,225.8
12287,,,,,5.53,17.73,34.2,0,3.7,11.0,74.6
12290,,,,,5.59,11.48,39.9,1,4.0,33.7,183.3
12292,,,,,5.98,11.94,25.2,0,2.7,15.9,139.3
12321,,,,,5.58,18.01,32.9,0,3.2,52.2,409.5
12332,,,,,5.74,19.51,23.0,1,2.6,9.9,106.7
12339,,,,,5.62,15.87,9.9,1,1.5,12.8,34.0
12388,,,,,5.7,12.42,42.4,0,4.6,41.3,159.3
12393,,,,,5.58,16.05,35.1,0,4.0,19.0,163.2
12399,,,,,5.76,10.67,37.4,1,4.0,74.7,285.3
12404,,,,,5.64,15.5,24.3,0,2.7,36.7,260.9
12407,,,,,5.83,17.07,21.9,0,2.3,11.7,198.8
12417,,,,,5.79,19.08,31.3,0,3.7,71.1,338.7
12430,,,,,5.93,13.49,58.0,1,5.1,11.3,99.5
12434,,,,,5.58,14.57,13.6,0,1.7,67.7,292.5
12445,,,,,5.9,15.16,15.6,0,1.8,44.1,117.4
12452,,,,,5.95,16.72,10.0,0,1.4,48.4,90.5
12461,,,,,5.75,16.19,16.9,1,1.9,47.5,200.2
12463,,,,,5.59,19.19,23.3,1,2.6,102.3,277.8
12473,,,,,5.91,19.73,19.6,0,2.5,78.5,191.4
12486,,,,,5.88,19.55,20.0,0,2.6,79.5,213.4
12496,,,,,5.69,10.05,25.2,0,2.8,52.3,291.9
12513,,,,,5.61,11.96,12.5,0,1.6,44.2,95.5
12555,,,,,5.5,20.0,31.1,0,2.8,19.4,107.9
12558,,,,,5.53,13.75,35.8,0,4.3,17.3,111.4
12617,,,,,5.78,19.53,29.9,0,3.4,23.7,76.5
12632,,,,,5.67,18.6,22.8,0,2.7,43.1,116.2
12652,,,,,6.0,13.08,13.7,0,1.4,41.4,119.1
12671,,,,,5.81,15.79,9.6,0,1.3,44.8,157.9
12682,,,,,5.94,19.65,15.6,0,2.0,48.9,209.4
12695,,,,,5.95,14.85,18.7,0,2.0,47.5,136.6
12717,,,,,6.0,18.65,9.6,0,1.4,31.8,63.1
12724,,,,,5.54,16.09,17.3,0,1.9,21.7,67.9
12798,,,,,5.64,12.5,47.1,0,4.7,34.2,111.5
12859,,,,,5.77,10.58,33.1,0,2.4,10.6,92.1
12881,,,,,5.64,17.28,9.1,0,1.2,39.8,112.1
12890,,,,,6.0,15.51,13.6,0,1.6,38.4,162.9
12916,,,,,5.77,15.57,10.8,0,1.2,39.3,140.0
13007,,,,,5.78,12.63,11.9,0,1.5,28.9,70.1
13011,,,,,5.77,10.85,15.6,0,1.9,25.4,238.8
13038,,,,,5.95,12.58,31.5,0,3.6,65.4,293.8
13045,,,,,5.8,10.94,29.9,0,3.6,27.1,80.2
13048,,,,,5.98,11.76,11.3,0,1.4,12.0,172.5
13050,,,,,5.78,10.17,17.7,0,2.1,12.7,86.2
13076,,,,,5.71,10.48,9.0,0,1.3,13.4,127.7
13100,,,,,5.73,18.21,15.0,0,1.8,9.6,52.9
13101,,,,,5.9,12.69,11.7,0,1.6,54.5,168.3
13123,,,,,5.99,15.47,12.9,1,1.7,39.1,230.4
13125,,,,,5.71,11.06,33.4,0,4.1,25.7,129.4
13151,,,,,5.79,13.94,33.2,0,3.8,64.6,243.1
13163,,,,,5.52,14.67,19.3,1,2.1,22.5,161.0
13167,,,,,5.75,11.59,27.3,0,2.7,7.5,44.2
13289,,,,,5.65,15.98,62.1,0,6.1,37.2,234.4
13299,,,,,5.93,19.29,9.5,0,1.2,48.0,132.0
13301,,,,,5.64,11.91,9.7,0,1.1,58.1,145.8
13335,,,,,5.82,16.59,10.9,0,1.5,26.4,81.0
13356,,,,,5.81,10.16,11.4,0,1.4,33.9,112.8
13362,,,,,5.5,18.22,39.0,0,4.8,26.5,137.7
13373,,,,,5.56,11.19,8.6,0,1.2,38.8,166.0
13380,,,,,5.98,18.29,29.7,0,3.0,47.2,58.7
13392,,,,,5.92,12.59,78.2,0,5.3,24.0,173.4
13427,,,,,5.89,13.61,10.3,1,1.4,28.5,169.5
13459,,,,,5.64,11.33,5.3,0,0.7,28.6,62.2
13515,,,,,5.63,16.92,51.1,0,5.2,28.0,155.0
13550,,,,,5.97,18.46,11.4,0,1.5,85.7,137.1
13552,,,,,5.74,16.44,18.3,0,2.3,18.7,123.2
13569,,,,,5.88,15.61,18.1,0,2.1,75.0,186.9
13666,,,,,5.74,19.97,8.5,0,1.1,21.8,53.8
13681,,,,,5.88,11.23,4.2,2,0.7,11.0,26.1
13701,,,,,5.61,15.0,8.5,0,1.2,61.7,167.9
13782,,,,,5.74,10.15,11.1,0,1.2,7.0,78.9
13790,,,,,5.73,11.93,27.4,0,2.8,24.9,181.0
13793,,,,,5.93,14.75,11.5,0,1.5,37.6,275.3
13829,,,,,5.91,19.76,15.5,1,2.0,16.9,112.7
13831,,,,,5.73,17.4,14.7,0,1.8,40.1,151.3
13833,,,,,5.9,18.16,13.4,0,1.5,30.8,105.6
13851,,,,,5.67,13.24,26.2,0,3.0,14.3,59.0
13857,,,,,5.91,10.82,33.3,0,3.6,0.0,62.5
13866,,,,,5.96,16.61,23.8,1,2.4,46.1,196.4
13880,,,,,5.67,12.7,48.2,0,5.0,20.9,222.3
13979,,,,,5.53,18.87,7.1,1,1.0,43.7,141.0
13999,,,,,5.75,15.12,21.5,1,2.2,35.8,240.3
14027,,,,,5.7,10.97,24.8,0,2.2,21.2,257.3
14042,,,,,5.52,12.68,41.7,0,4.2,41.2,132.8
14046,,,,,5.73,10.55,37.5,0,4.1,40.6,482.1
14079,,,,,5.75,14.76,10.8,0,1.3,50.0,133.8
14081,,,,,5.82,16.76,33.7,0,3.8,27.0,213.5
14106,,,,,5.86,17.96,38.4,0,3.6,63.6,258.9
14108,,,,,5.71,18.13,17.9,0,2.3,15.2,79.8
14112,,,,,5.53,18.79,34.2,0,3.4,58.3,325.9
14115,,,,,5.78,11.43,48.1,0,5.2,58.0,384.1
14118,,,,,5.75,15.53,33.2,0,3.6,95.9,496.1
14130,,,,,5.84,15.32,9.6,0,1.4,66.9,249.7
14135,,,,,5.78,13.08,19.0,0,2.5,19.8,155.1
14252,,,,,5.83,11.13,38.3,0,3.9,11.8,162.2
14282,,,,,5.82,10.0,9.1,0,1.2,56.8,103.7
14306,,,,,6.0,16.65,36.0,0,3.6,21.6,119.7
14310,,,,,5.71,13.26,22.8,0,2.5,49.8,533.9
14334,,,,,5.6,11.1,37.1,0,3.8,34.1,188.8
14349,,,,,5.64,13.62,39.0,0,4.3,33.8,298.2
14353,,,,,5.72,18.05,19.8,0,2.5,20.8,69.0
14354,,,,,5.95,17.73,6.7,0,1.0,11.2,153.8
14360,,,,,5.93,16.51,12.2,0,1.7,27.1,124.7
14370,,,,,5.75,13.41,59.8,1,5.6,31.6,155.9
14391,,,,,5.56,11.37,10.8,0,1.4,23.8,88.5
14393,,,,,5.84,16.19,62.0,0,5.6,24.5,474.0
14425,,,,,5.88,13.42,41.6,0,4.5,69.2,271.7
14430,,,,,6.0,11.95,13.5,0,1.6,56.0,211.2
14480,,,,,5.88,17.39,19.2,0,2.2,62.3,103.0
14491,,,,,5.9,19.02,11.3,0,1.4,65.1,68.5
14496,,,,,6.0,10.12,13.6,0,1.4,44.1,67.6
14567,,,,,5.95,18.98,13.2,0,1.7,31.6,106.9
14575,,,,,5.56,17.69,10.5,0,1.4,9.6,71.8
14604,,,,,5.93,10.24,38.6,0,2.7,11.0,227.9
14628,,,,,5.6,16.37,28.0,1,2.9,62.3,205.0
14638,,,,,5.74,10.01,40.0,0,3.2,12.7,188.6
14689,,,,,5.6,11.17,15.3,0,1.5,40.8,83.4
14714,,,,,5.54,19.28,24.5,0,2.1,30.1,148.6
14808,,,,,5.81,16.66,38.0,0,2.9,41.7,202.6
14838,,,,,5.57,13.6,94.0,0,5.8,96.5,353.5
14852,,,,,5.76,13.42,10.5,0,1.2,47.8,86.5
14860,,,,,5.62,11.64,25.4,0,2.1,48.7,209.3
14865,,,,,5.71,10.08,38.3,0,3.5,46.4,226.2
14877,,,,,5.87,14.09,33.9,1,2.9,55.9,245.6
14881,,,,,5.63,11.18,24.1,0,2.2,23.2,177.8
14912,,,,,5.51,18.62,33.0,0,3.1,23.8,265.2
14985,,,,,5.82,12.52,33.2,0,2.5,37.7,80.0
15036,,,,,5.73,19.64,30.6,1,2.7,62.3,257.6
15054,,,,,5.66,14.63,39.8,0,2.4,104.9,63.3
15128,,,,,5.81,11.86,28.2,1,2.5,14.3,264.6
15148,,,,,5.69,15.61,18.9,0,1.4,57.6,33.7
15247,,,,,5.96,16.58,15.5,1,1.6,37.6,101.9
15258,,,,,5.69,17.35,36.7,0,3.7,16.3,377.4
15272,,,,,5.75,12.16,30.5,0,3.1,51.9,273.8
15633,,,,,5.89,17.63,18.7,0,1.8,23.3,155.2
15673,,,,,5.55,15.35,44.0,1,4.0,25.9,419.7
15675,,,,,5.64,10.65,40.9,1,3.4,18.8,262.2
15738,,,,,5.6,10.54,39.9,0,4.1,17.0,153.2
15746,,,,,5.76,14.14,39.1,0,3.9,27.6,371.0
15755,,,,,5.77,15.48,3.7,0,0.6,28.3,102.7
15787,,,,,5.92,11.49,37.8,0,3.6,74.7,76.4
15924,,,,,5.62,14.97,7.6,0,1.0,10.9,150.4
16111,,,,,5.62,12.25,5.3,0,0.9,22.3,83.6
16255,,,,,5.63,11.84,16.5,0,1.7,23.8,125.0
16383,,,,,5.8,13.73,2.8,0,0.4,20.9,55.2
16484,,,,,5.6,10.54,49.8,0,4.3,26.9,228.2
16499,,,,,5.72,12.87,6.6,0,0.8,22.4,55.4
16515,,,,,5.71,15.36,8.8,0,1.0,12.2,151.9
16638,,,,,5.56,10.7,32.9,0,3.4,22.2,278.3
16694,,,,,5.85,12.03,12.2,0,1.2,69.9,285.6
16854,,,,,5.91,13.27,31.8,0,3.3,10.4,73.0
16896,,,,,5.69,15.1,34.1,0,3.0,10.7,133.9
16976,,,,,5.98,10.46,5.1,0,0.7,44.8,113.7
17206,,,,,5.61,11.73,17.8,0,1.9,32.2,158.5
17252,,,,,5.61,12.16,11.5,6,1.4,40.4,601.2
17258,,,,,5.52,14.68,10.3,0,1.0,7.9,174.8
17291,,,,,5.89,12.62,12.8,1,1.6,11.6,191.8
17295,,,,,5.79,15.37,4.0,0,0.6,15.1,119.0
17426,,,,,5.82,12.37,35.3,1,2.4,10.7,137.1
17596,,,,,5.89,10.73,6.2,1,0.7,25.6,139.9
17624,,,,,5.5,17.15,11.5,0,1.3,17.6,171.3
17680,,,,,5.72,14.81,20.8,0,2.1,28.5,171.8
17699,,,,,5.63,12.89,6.5,0,0.8,48.9,102.3
18073,,,,,5.74,16.75,6.7,3,1.0,46.5,292.3
18093,,,,,5.89,11.9,40.1,0,5.1,12.1,108.3
18095,,,,,5.81,10.43,3.7,1,0.4,7.5,27.6
18104,,,,,5.82,10.85,8.6,1,1.1,0.0,39.7
18105,,,,,5.95,12.36,10.4,1,1.3,7.9,98.9
18301,,,,,5.81,10.87,16.6,0,1.6,12.1,111.4
18315,,,,,5.63,11.0,7.8,0,0.9,10.2,30.3
18542,,,,,5.67,16.24,16.1,0,1.9,15.6,159.7
18618,,,,,5.55,12.24,69.4,0,5.2,18.3,32.5
18662,,,,,5.63,10.7,33.5,0,2.5,13.7,25.7
18674,,,,,5.83,14.26,81.4,2,5.8,20.4,515.3
18681,,,,,5.97,16.59,57.1,1,4.9,15.0,93.4
18687,,,,,5.98,12.81,16.9,0,1.7,27.9,127.1
18693,,,,,5.7,13.7,14.8,0,1.7,44.1,184.4
18695,,,,,5.55,14.37,32.8,1,2.6,27.7,34.7
18705,,,,,5.93,11.42,24.8,0,2.2,9.7,49.1
18720,,,,,5.81,11.37,50.2,0,4.1,9.8,41.8
18752,,,,,5.68,11.78,73.1,0,4.9,41.3,56.5
18804,,,,,5.77,19.22,62.0,0,5.1,28.6,325.9
18809,,,,,5.52,13.65,13.5,0,1.6,42.6,187.9
18829,,,,,5.75,10.59,45.4,0,2.3,62.3,61.8
18838,,,,,5.66,17.62,31.3,0,2.5,68.1,130.7
18843,,,,,5.52,11.32,23.8,0,2.0,34.9,29.7
18854,,,,,5.57,17.25,10.0,0,1.1,42.8,92.6
18855,,,,,5.61,12.18,12.6,0,1.3,48.1,54.8
18896,,,,,5.93,18.94,15.8,0,1.7,41.9,143.3
18897,,,,,5.94,17.34,11.7,0,1.4,43.3,103.0
18903,,,,,5.75,14.19,8.7,0,1.1,16.8,92.1
18904,,,,,5.8,18.55,13.4,0,1.7,25.2,99.9
18906,,,,,5.52,12.92,19.9,0,2.3,34.7,54.5
18915,,,,,5.81,16.81,16.4,0,1.7,30.5,90.7
18919,,,,,5.92,18.84,19.7,0,2.2,36.6,86.5
18949,,,,,5.51,19.2,27.5,0,2.0,58.1,60.7
18958,,,,,5.52,16.4,14.3,0,1.6,31.6,49.3
18960,,,,,5.72,11.86,18.9,0,2.0,23.7,172.2
18968,,,,,5.96,12.68,11.4,0,1.2,53.5,36.9
18995,,,,,5.78,16.76,13.4,0,1.5,53.5,148.1
19000,,,,,5.8,13.58,17.3,0,1.9,51.5,271.1
19077,,,,,5.93,14.07,33.0,1,3.8,57.7,131.0
19088,,,,,5.73,15.88,61.3,1,5.9,23.4,202.8
19113,,,,,5.83,13.8,44.8,0,5.3,26.1,225.3
19122,,,,,5.81,10.48,41.3,1,4.8,22.5,101.5
19124,,,,,5.61,10.44,18.6,1,2.5,16.3,60.4
19171,,,,,6.0,16.43,27.6,0,3.1,29.1,97.5
19172,,,,,5.82,11.17,33.6,0,2.6,16.1,151.4
19178,,,,,5.73,18.08,10.6,0,1.4,44.7,122.4
19181,,,,,5.58,12.58,38.4,0,4.3,21.1,146.2
19191,,,,,5.82,16.98,33.6,0,3.5,52.3,47.7
19199,,,,,5.75,10.42,9.1,0,1.0,59.9,123.5
19230,,,,,5.91,14.04,12.6,0,1.0,84.1,180.3
19231,,,,,5.78,10.48,12.7,0,1.2,71.0,58.0
19240,,,,,5.77,16.7,21.2,0,1.8,160.1,218.1
19247,,,,,5.54,18.34,39.4,0,3.8,37.1,319.5
